ID,TYPE,Na23,Fe57,Zn66,Rb85,Mn55,K39,Se82,P31,Cu65,Mg25,Sr88,As75,Cd114,Ca43,Co59,Mo98,S34,Li7
6102,Feuille,1561.8165,141.54198,121.68144,381.40784,246.61946,69148.99,72.332924,15909.234,8.197255,4640.6626,68.09408,0.99394083,3.5800302,40149.324,3.0287454,4.1069717,13188.697,14.44656
6104,Feuille,838.6103,143.27217,89.62585,364.85077,229.52788,67428.03,48.23303,17196.68,7.67962,4992.4897,66.760025,1.0618999,2.4917932,42559.805,3.191019,10.814023,9249.623,14.668511
6105,Feuille,1112.1405,141.95595,86.26219,401.98807,243.62155,69260.766,74.0594,14905.697,8.043931,4799.1226,65.06195,0.92699736,2.340118,41736.895,2.5859818,5.368842,12730.33,15.018829
6106,Feuille,1285.491,142.11656,102.65243,309.49396,241.9387,64401.938,70.79583,15880.655,8.276174,4233.2144,65.09033,0.958046,2.8638277,40387.06,3.2712624,12.545553,13825.815,13.986822
6107,Feuille,1162.0465,141.34196,91.11654,375.76907,242.72964,61673.387,70.32186,16003.424,7.789948,4969.288,69.09928,0.89772564,2.8266847,44076.9,2.468218,6.707592,12100.275,15.881527
6108,Feuille,1575.6307,139.22617,91.67731,418.71698,215.61797,75735.305,67.70007,15750.701,8.208382,5056.325,62.99632,0.93424827,2.2384427,39851.41,1.863921,5.8265066,12406.354,14.498424
6109,Feuille,1001.7128,146.30968,94.21439,353.0389,218.12393,64542.27,61.74246,15578.868,9.123985,5003.403,71.615906,0.8860225,2.6563375,44746.777,2.12957,3.9006476,12350.642,15.352778
6111,Feuille,1124.9985,144.26393,96.11011,347.61755,227.83508,64027.605,66.616165,15638.906,7.2812433,5698.0205,69.730415,0.95861185,2.4647982,44344.145,2.2311144,4.520704,12221.35,14.4549
6112,Feuille,765.0038,139.32121,89.04624,353.34723,234.48123,66398.18,62.272514,17211.246,8.283094,5411.205,64.95362,0.94902104,2.3419487,42376.312,2.2624946,9.795619,11942.196,14.569522
6113,Feuille,690.9032,146.61308,91.117035,406.22568,230.48177,67723.98,59.28686,15308.786,7.39861,5242.4834,66.83863,0.9299785,2.3093712,42491.55,2.8389657,3.508351,10871.705,15.271579
6114,Feuille,656.0429,144.54166,96.66074,357.55978,230.59499,70660.49,70.453766,14444.3955,8.508623,5601.382,63.920536,0.83291113,2.6574154,41761.434,2.5755186,6.3217697,12409.939,14.824026
6115,Feuille,1018.2716,144.4133,89.14679,367.61578,226.68987,65144.566,62.768784,15161.825,6.910443,5405.067,70.780205,0.98238444,2.3917303,43908.27,3.396183,6.6157565,10961.503,14.81133
6118,Feuille,918.9366,142.9683,87.17735,399.76212,235.58855,74359.945,55.98988,18932.75,7.011138,5032.5586,65.76533,1.09964,2.6475658,41021.62,4.3166165,1.1436368,12839.568,13.665262
6122,Feuille,1114.301,148.69058,86.41742,344.37433,230.92494,63127.55,50.369026,16567.36,7.559009,5242.773,69.617256,1.1280366,2.2463868,43800.59,2.9328325,5.614036,11597.069,14.369442
6124,Feuille,1331.0917,141.72961,87.25884,366.16876,214.04042,64509.85,52.427223,16747.89,7.9680552,4873.224,71.000114,0.9306574,2.5589767,45405.645,2.3723314,11.8692,10788.336,15.344286
6125,Feuille,923.9348,142.1703,97.342995,345.34302,229.99196,63081.53,58.736443,17796.867,8.173456,4953.398,66.85938,0.946477,2.666251,43143.88,2.8048944,14.576163,11892.642,13.936184
6126,Feuille,1060.1467,143.09537,84.9075,379.06808,229.31276,73541.516,64.896286,16829.662,8.086971,4904.598,69.19241,0.9576331,2.2707841,42100.7,3.324818,1.3295691,12462.199,14.361119
6128,Feuille,1223.4359,143.31174,98.62269,379.0632,225.57132,67945.336,60.865295,17923.834,8.273735,5118.611,67.94981,0.9138225,2.5020726,43843.383,2.9654155,8.197116,11991.499,14.226924
6131,Feuille,1143.2975,142.31734,84.69134,342.0176,217.95999,63942.324,50.326538,16918.758,7.6736903,5027.7246,67.297485,1.0780488,2.2883313,41708.082,3.4342663,9.420968,9901.262,14.909727
6132,Feuille,1045.5988,145.76195,92.07082,381.96536,229.44868,65774.44,58.166256,18393.057,7.469875,4862.159,69.98818,1.0828885,2.3115704,43233.06,2.4764194,6.380763,11768.683,14.834602
6133,Feuille,724.1028,141.61215,87.90913,325.5558,232.93852,62495.953,52.642365,17247.635,8.194249,5207.389,71.01851,1.0106431,2.4714587,43822.82,3.5733871,3.2817714,9630.729,15.065399
6134,Feuille,1116.5491,139.57361,91.85714,411.2779,220.11786,73883.54,59.38607,16435.295,7.631432,5477.396,68.23607,0.9715665,2.4451206,41472.69,2.9443455,5.9403977,11648.403,14.0328455
6136,Feuille,938.8156,146.2844,94.21924,329.24615,242.26001,62839.51,45.042976,15419.989,7.373845,5078.447,68.38262,0.8693678,2.755092,42152.17,3.5843253,12.482045,9530.571,14.4438095
6137,Feuille,881.4048,139.64261,95.492714,373.88196,249.39285,69416.41,52.99947,16340.933,7.003245,5012.4185,72.406845,1.0078471,2.9530458,41166.11,3.359159,7.526412,10350.83,14.172585
6138,Feuille,809.2196,143.7572,109.981544,340.185,226.30435,65654.91,64.88386,16347.972,8.944586,4366.208,68.91876,1.0539379,2.4827135,41041.203,2.9383826,3.3892524,12403.869,14.460089
6140,Feuille,760.1633,141.76752,98.67686,382.32693,231.52943,72074.44,52.32385,18437.49,7.5791345,4976.96,67.933525,1.0717568,2.6014245,40954.145,3.2663422,6.21973,9526.448,13.7268305
6142,Feuille,1033.2106,138.90968,87.16772,414.4807,211.94356,77878.67,58.54105,17327.936,7.782601,4873.3823,62.939804,0.99058914,2.1556625,39858.773,2.6018322,8.141924,10212.096,13.741491
6145,Feuille,902.17505,142.0587,88.91126,362.22586,232.75381,64584.723,63.453106,17996.951,7.504585,5068.5664,66.84343,1.039412,2.6545002,39069.195,2.692566,10.859437,11297.495,14.613812
6148,Feuille,921.4676,138.90163,96.89048,343.90445,237.31686,68696.93,52.589725,17100.65,7.055676,4994.1694,71.91291,0.91415375,2.882046,41373.316,3.7654624,9.810968,9419.249,13.963469
6149,Feuille,1095.56,141.68294,94.420944,343.7981,222.8902,67610.36,57.841927,17774.568,7.3539524,4778.172,68.09089,1.1632438,2.3738158,42399.375,3.0521207,10.893865,10822.4795,14.505501
6150,Feuille,860.9133,144.49017,89.557594,352.95352,218.91054,63356.027,53.172638,16982.9,7.563095,4933.9175,73.24933,1.0929193,2.2399948,45385.47,3.0523627,4.0914054,10975.323,14.204813
6151,Feuille,2641.7588,145.44908,92.10727,275.5921,217.84363,55608.96,73.09931,14005.101,6.923782,4827.438,71.52582,0.99283093,2.4176052,45036.09,2.6183772,3.526242,12676.336,15.078448
6153,Feuille,1146.7878,134.94447,89.1255,383.77673,221.77933,68847.96,67.71212,19485.861,7.8436627,5071.997,62.35748,0.9435574,2.2535625,39826.035,2.3914506,11.725539,12117.593,14.147961
6154,Feuille,1249.7565,134.02946,95.31796,383.37387,215.17587,65068.32,71.67124,19926.072,8.064565,5069.3276,59.208992,0.9867318,2.2103846,39164.87,1.9891747,12.423998,12462.236,14.251683
6163,Feuille,1069.9386,133.39041,90.03081,380.48526,257.25793,66077.71,92.34067,19175.3,9.356276,4767.865,60.68143,0.9403327,2.6336746,38478.77,2.4141898,13.449322,14148.514,13.978815
6166,Feuille,1294.8605,139.69853,99.32819,361.0998,236.01773,67026.055,67.98907,20130.938,8.569255,4847.717,61.799694,0.9835463,2.5905082,38888.77,3.0580885,11.92818,13681.691,13.484687
6169,Feuille,1356.3547,140.9767,91.038124,378.02014,215.67188,67562.09,63.10302,16695.076,6.9115562,4637.8965,67.68687,1.1558893,2.4811933,41129.613,2.9262624,8.988523,12782.98,13.659833
6172,Feuille,725.5073,141.94331,87.69771,374.1615,226.58305,63207.1,76.59582,17073.408,7.8715987,4457.385,66.92815,1.0030024,2.6384733,41614.04,2.4892466,9.658263,12085.443,14.763552
6173,Feuille,600.63184,142.27312,80.27686,315.9333,228.48524,54795.215,70.11381,16185.782,7.2765493,4667.0884,69.82305,0.9658156,2.4080384,43427.61,2.5237486,9.959877,13005.162,14.18057
6174,Feuille,792.4244,139.29749,86.779526,392.6795,230.4519,72292.805,73.900696,16796.834,7.726089,4547.7725,69.874374,0.9246521,2.5098872,43744.418,3.1404073,9.671729,13294.714,13.915963
6177,Feuille,1074.4713,139.44739,79.106,393.55923,222.5879,68340.164,71.43003,15976.182,7.716377,5264.3413,64.90064,1.0299197,2.318365,40616.81,3.2635562,7.8908286,12568.751,14.192727
6180,Feuille,1134.3566,137.29292,94.04601,338.28183,218.0289,61259.133,87.10787,15319.655,7.1250963,5090.1245,64.90938,1.0239713,2.6594272,40018.883,2.116109,5.4056644,14523.721,15.160058
6184,Feuille,1036.2517,139.45543,91.21092,343.2289,216.21501,67986.32,82.8452,18644.363,8.113018,4138.8574,60.68815,1.313787,2.6759584,37224.047,3.1405268,6.440587,15242.473,14.16577
6188,Feuille,835.4628,137.9154,96.03177,434.1893,228.17314,75035.2,78.697014,15846.165,7.581745,4472.291,70.405,0.9712209,2.4708195,41335.746,2.268195,2.5926616,12986.661,13.912305
6189,Feuille,1220.9816,139.52379,90.64719,425.84344,227.37857,72688.57,74.469734,15956.453,7.1847305,5516.196,66.97634,0.96109873,2.400109,40342.31,3.0440552,3.1072376,12064.228,14.022357
6191,Feuille,921.3877,141.54549,90.886635,376.13608,236.02336,71620.31,68.648865,15341.096,8.51801,5206.7554,65.42813,1.0990571,2.8370247,41117.27,1.9945809,4.4976363,11812.141,14.290507
6192,Feuille,883.3273,139.70947,97.91407,372.6646,261.3799,66051.0,73.98834,16567.992,8.553039,4838.7236,70.25468,0.91095495,3.0591848,42066.367,2.5324755,4.330483,11276.558,14.323324
6193,Feuille,890.4225,139.10524,88.7426,403.73462,223.89342,69515.016,70.34409,16246.337,7.406204,4878.7754,65.341934,0.98120165,2.1849127,44176.48,1.7425961,4.6708055,12275.419,14.133637
6194,Feuille,1403.068,137.94116,83.11093,373.55194,236.50099,68491.055,73.46322,15111.976,7.864922,4598.636,70.14719,0.977151,2.7637024,42015.387,2.6361349,7.691574,13312.6,14.199239
6195,Feuille,1235.1669,141.47067,91.404366,402.1749,227.33807,74339.91,72.658,16796.87,8.038596,4558.459,64.37876,1.0942991,2.3689826,41409.63,1.8891699,12.322817,12849.859,14.782473
6198,Feuille,1775.5055,142.81146,94.11119,355.88123,232.7441,71389.44,80.03802,15470.098,7.7720857,4412.6963,70.36217,0.93817157,2.706678,39693.47,2.9606464,3.3646498,14600.199,13.450429
6201,Feuille,1200.4103,140.46745,88.72188,372.76047,234.17387,68035.12,66.42983,15402.106,8.580008,4786.0835,66.55178,1.1376725,2.2136822,42092.832,2.4061987,4.8117495,12472.731,15.469853
6202,Feuille,845.4603,138.72685,90.54549,410.99567,227.55229,74080.734,56.506233,16605.586,8.06908,4911.82,67.1022,0.86553043,2.5740855,41554.3,2.364729,8.845866,11006.853,15.059717
6203,Feuille,767.5246,138.6905,90.080246,432.8484,221.51193,74016.59,66.38895,15782.486,7.9910793,6106.0903,65.42349,0.97196543,2.256479,41007.88,2.1943076,3.9411345,9753.201,15.961929
6209,Feuille,1175.8264,139.33876,93.13459,391.86118,230.4994,66615.83,75.096634,17716.092,8.123841,4845.1753,64.547356,1.0010245,2.3729055,40115.516,2.4669724,3.617234,11631.86,13.955861
6210,Feuille,1085.5858,138.41322,93.69084,406.66583,227.69446,66209.93,74.04086,17988.734,8.070263,5279.6987,68.33864,0.8933092,2.5456443,40979.812,3.1825082,4.0374866,13295.11,13.541707
6216,Feuille,453.55573,133.74185,85.74613,392.11932,213.4028,67274.81,82.38518,17575.21,7.44355,4994.4023,66.36809,0.96936107,2.2838326,42411.605,2.2420201,6.7555227,12597.665,13.531289
6217,Feuille,904.52423,133.92838,92.16293,418.339,219.1895,73871.64,77.25307,16123.908,7.321449,4550.7954,63.830692,1.0646368,2.6391025,37572.184,2.4078875,7.236337,14479.003,13.462469
6218,Feuille,1024.3855,137.84027,85.788216,381.76968,217.43254,63234.85,78.81718,18155.395,7.3681564,5120.8564,66.340614,1.0472457,2.1055167,41466.797,2.1552627,8.12487,12994.7295,13.870021
6220,Feuille,768.30676,138.18365,91.43764,471.12753,218.93297,78553.2,69.73527,19131.658,6.780394,5075.585,54.602463,0.9947606,2.319458,35472.203,3.6056397,6.7473593,13072.932,13.284631
6221,Feuille,985.69904,138.74757,96.267784,388.40216,222.51137,70752.8,67.06147,15806.448,8.519869,4994.5396,66.32739,1.049483,2.5829673,41178.52,4.7464743,7.26497,11498.628,14.095288
6231,Feuille,853.384,141.49217,86.84637,388.47818,214.65787,64879.156,84.479034,17131.39,7.8137503,4985.995,64.850136,0.99253416,2.1054814,41302.438,2.4022279,9.027349,14037.439,14.2552805
6235,Feuille,758.7273,142.05711,86.486404,323.55185,218.32681,53792.07,72.402885,16321.06,6.814146,4940.915,71.91213,0.99565554,2.4765005,43911.63,4.7251825,2.1174867,12586.064,15.021378
6237,Feuille,861.7353,138.58952,87.52935,375.25574,223.64055,62511.855,65.23308,16941.246,7.5130696,5313.437,81.32183,0.9011182,2.5154142,49345.87,2.625801,2.2577317,12396.495,14.698197
6238,Feuille,1175.1707,141.87231,91.36994,375.40854,231.0408,66321.58,59.485214,18689.04,7.371722,4332.3604,63.795734,1.0046571,2.3547466,40976.57,3.249806,1.800414,11897.147,14.311865
6240,Feuille,1087.868,143.89539,87.016785,365.06998,219.02812,60709.75,59.252396,17244.836,7.962854,4545.7734,71.66681,1.1056535,2.7663121,42339.5,2.8473983,1.5442882,11934.526,14.26005
6241,Feuille,843.0489,142.48676,90.51929,407.05807,228.39482,73665.914,63.164886,17168.734,6.830504,4877.596,74.56775,1.0656877,2.7818787,43171.742,3.151071,1.4860384,11476.252,14.160658
6242,Feuille,880.7714,135.05122,101.89738,406.9689,224.45525,69355.2,63.88809,17288.367,7.7343616,4977.8823,69.00359,1.0479605,2.590028,41663.035,3.188091,3.245157,11152.839,14.469028
6243,Feuille,813.35065,140.12074,96.85812,363.78247,219.60118,66291.664,74.13321,16161.465,7.7788115,5144.623,64.20703,1.019031,2.57832,39702.777,1.7360747,5.2901993,14030.529,14.075298
6244,Feuille,1338.0542,139.45619,87.0335,376.8266,222.42181,66518.14,69.36881,15888.317,7.3492284,4936.616,69.25169,0.91795486,2.5661085,41249.95,4.4232807,4.8654294,11296.156,14.299902
6252,Feuille,874.88556,142.78838,94.7277,379.78455,231.99449,68175.31,73.366844,14761.341,8.44647,4521.3696,68.797844,0.90247685,2.5900464,41955.94,3.3885615,9.8250265,12836.582,15.0964155
6255,Feuille,1036.321,140.83437,95.12857,430.25504,230.64696,74198.64,65.56695,14918.931,7.984351,4508.6245,63.10317,0.90605855,2.4349945,41760.43,2.4084172,7.9007115,12460.652,15.577003
6258,Feuille,987.281,140.75261,94.06947,382.90918,229.56119,69206.52,81.185104,14646.321,8.501864,5016.838,70.9388,1.0059136,2.8040938,42567.605,2.7857735,11.099015,13826.368,14.78092
6268,Feuille,1080.5198,141.07549,98.355316,370.4652,239.9919,64782.97,74.604546,14731.105,8.181519,4225.171,63.983932,0.9711282,2.9741292,40955.723,3.7018256,9.26841,13394.838,14.785234
6276,Feuille,824.1043,136.68167,104.784996,481.13733,241.64377,76624.02,72.2034,15749.505,7.8867965,4277.8545,59.72635,0.93189275,2.4820511,39892.277,2.9310746,11.321499,12113.055,15.080841
6284,Feuille,1078.9095,148.08087,88.81371,443.35062,213.61725,72363.91,64.60234,16298.318,7.2560472,6187.0293,66.51408,0.9527619,2.1655402,42900.703,2.6102455,4.4399886,12386.371,15.166341
6296,Feuille,1039.4462,142.34038,90.844315,383.3762,226.7927,61706.18,68.94141,14660.801,7.50498,4901.351,72.66941,0.9214639,2.5649922,44691.13,2.0850248,2.1883323,12379.181,15.011051
6390,Feuille,707.693,150.93982,96.29974,465.968,262.65625,71293.31,68.64355,17701.443,7.729859,4858.8057,69.39635,1.0863795,3.0625985,40635.023,3.2905958,4.533013,12008.995,14.487523
6396,Feuille,848.4319,137.44148,96.10559,392.8475,257.563,65242.492,79.18808,14518.173,8.720125,5415.6533,65.92425,0.96737224,2.6575563,42621.887,2.0638902,4.2879424,12857.714,14.779062
6413,Feuille,604.29425,137.14883,95.778015,292.47333,227.53818,60548.76,64.952446,15396.642,8.699344,4921.307,72.679054,0.95740986,2.4523659,44252.434,2.2103474,8.959902,12308.254,14.392282
6424,Feuille,666.04333,138.7873,94.31224,416.4761,241.7299,70116.66,70.25895,13166.07,7.609827,4910.601,70.741936,1.0411298,2.539244,45122.46,2.5402503,6.0078454,12304.108,14.986075
6434,Feuille,1055.0437,145.1046,92.45509,324.93185,239.81514,65598.47,71.44883,14987.835,8.092748,4495.8955,71.22066,0.9341098,2.684366,42048.113,2.6567504,1.4244936,13556.467,13.970056
6445,Feuille,1087.5303,142.07594,92.76066,376.9848,257.70786,69071.95,69.59476,15781.173,8.057531,5519.6704,71.61605,1.0306398,2.6855006,43055.094,2.1140594,3.422458,13778.656,14.54462
6680,Feuille,876.9007,143.01616,86.04337,372.92416,222.43846,68240.38,63.5546,18553.941,8.827332,5152.4277,67.65541,0.9478272,2.1088257,44853.266,2.1039124,7.8328896,11157.163,15.384225
6744,Feuille,1871.7065,138.28157,85.832245,457.33493,258.9762,78099.586,72.08071,16321.365,8.062486,4145.423,65.90297,0.9085191,2.5101004,42274.47,1.9157058,2.7495549,12033.526,14.606499
6830,Feuille,922.7176,144.07506,85.374115,372.44138,212.48093,65233.484,78.26414,15888.856,7.756997,4808.2114,73.24552,0.9465125,2.179036,46410.082,1.5993311,1.1654454,12182.958,15.549941
6897,Feuille,817.5722,138.86873,98.41865,399.21536,229.6505,64619.598,77.61042,16026.507,7.977862,4543.076,69.78406,0.889192,2.692335,42301.945,1.8285972,11.237896,12789.801,15.066869
6898,Feuille,1495.9121,144.45871,90.31815,322.86652,221.26549,58811.887,74.47334,16605.027,8.864285,5084.7275,65.09644,1.0563384,2.2645295,45244.02,2.1434379,4.1538796,13829.888,15.353198
6900,Feuille,1456.2924,138.02263,92.31147,423.38025,228.91048,63711.09,71.68477,17553.357,8.012356,4281.685,61.82355,1.2960222,2.588639,38950.15,3.5836294,4.7230744,10848.644,14.310568
6901,Feuille,940.9444,141.32861,91.85076,454.44043,230.01936,77903.48,62.31275,18007.945,8.2866955,4819.811,65.89293,0.8937872,2.4091249,40428.168,4.1806297,2.0120351,12046.4,13.87298
6903,Feuille,1123.993,145.82645,92.977745,374.24567,234.6413,65153.96,69.73457,15530.945,7.902123,5061.7,69.692375,0.9516253,2.293148,45300.312,2.148099,3.7889638,12231.369,14.918753
6904,Feuille,1710.2997,139.38922,90.72797,484.34207,219.44022,89571.5,72.96193,16542.035,7.512616,5060.2036,62.379116,0.9633736,2.4393077,38902.535,2.7257833,7.3989763,13364.837,13.680176
6907,Feuille,916.5989,136.49203,88.09387,381.49182,224.81766,66873.3,78.75195,15593.767,7.8229084,4809.3076,66.62777,0.97191674,2.2512777,44017.477,2.243222,2.1128428,12532.467,15.189105
6908,Feuille,1200.7614,140.44649,89.44243,431.13028,219.83719,74885.555,69.819885,16307.302,7.0960045,5000.0703,64.51923,0.934875,2.2297068,41057.78,2.2680113,3.2237968,12268.81,14.175642
6909,Feuille,1040.448,143.92386,90.01894,360.22354,211.18164,63418.785,68.84458,15683.573,7.709131,5713.7,75.12194,1.076848,2.2711632,46927.844,1.9103606,5.966396,11406.82,14.98585
6911,Feuille,662.73615,130.68604,92.84152,401.83905,216.81721,78835.91,88.04177,16514.121,8.867758,3690.4023,52.38587,1.2913252,2.5876267,33418.37,2.722711,16.464441,14329.027,14.090552
6913,Feuille,1075.714,139.18085,91.377914,305.23483,227.28548,57078.46,74.78158,18706.635,8.2180195,4798.5957,72.37043,1.033613,2.3900433,43166.49,3.1874373,4.836228,13514.619,14.172474
6915,Feuille,1055.1892,139.81958,98.32987,399.48145,237.97691,71530.62,72.559296,16236.979,8.308901,4823.4463,58.731567,0.92241216,2.6790445,38861.863,2.3985472,6.0398607,12853.044,14.195223
6917,Feuille,549.2358,138.37866,71.92692,407.97318,240.3918,67404.29,89.52519,16854.86,7.906448,4634.4863,66.49023,1.0200578,2.2501469,40630.992,2.1042068,8.513514,14311.818,14.1391945
6918,Feuille,895.7056,138.74596,80.184944,410.34534,210.63863,76469.47,72.21479,17310.615,6.956531,4855.921,65.234215,1.0779798,2.1658056,40250.05,2.4209914,7.265011,13465.411,13.608591
6919,Feuille,1761.031,142.60645,88.1831,369.65536,231.3696,71228.45,63.452774,16409.977,7.7099013,4831.231,68.33931,0.97715914,2.3583703,46301.42,2.768631,3.7101583,11409.731,14.294017
6920,Feuille,981.47754,141.21509,91.59786,431.76974,236.28357,75958.02,63.960075,15140.19,7.912118,4962.8257,67.03795,0.93242437,2.63658,42781.934,2.3330863,5.5112267,12160.091,15.274277
6922,Feuille,900.2568,140.18082,104.666794,421.2946,251.37556,67510.5,73.86918,16031.228,8.3413725,4265.656,72.77763,0.90443426,3.3859115,41480.3,2.7070947,6.621035,11508.5625,14.925547
6923,Feuille,1411.1815,144.00157,103.20965,364.4331,241.30807,65979.66,65.95314,15565.103,7.822711,4897.837,71.39524,0.88678354,2.4241881,43735.793,1.8392733,4.267098,12894.636,14.626116
6924,Feuille,1787.4435,143.04895,87.8881,413.73752,226.9197,76776.1,63.166813,15720.073,7.4850025,4747.8105,66.62166,0.9401805,2.278821,42097.68,2.230739,3.0348816,12764.857,14.95083
6926,Feuille,1383.5016,142.24301,97.43628,499.96426,216.56622,75964.91,74.726685,16193.417,8.165651,4869.9897,66.452255,0.9399978,2.2870243,41737.42,1.6819854,4.750697,13961.303,15.269431
6927,Feuille,1713.1554,143.4706,98.43462,385.47018,234.8519,67288.71,79.0372,14679.931,8.728788,4705.6396,67.90752,0.83258396,2.5117126,43658.62,2.5471137,4.31684,14084.842,14.312705
6929,Feuille,1236.0566,137.59186,82.25302,507.85303,229.25133,77790.61,70.709625,17113.371,6.9727325,4980.2695,67.0567,0.9606491,2.343312,43423.273,1.6990312,1.7293938,12355.1875,14.799623
6931,Feuille,1060.346,141.86472,103.2708,388.38382,251.15163,67419.9,65.161674,14733.098,7.337366,4620.4507,72.720535,0.9662836,2.6105492,41925.676,2.0231469,1.0740333,11681.414,14.3666525
